recipeNames,ingredients,,,,,,,,,,,,,,,all_ingredients
Poppy Seed Bread with Glaze, 3 cups all-purpose flour // 1 1/2 teaspoons salt // 1 1/2 teaspoons baking powder // 3 tablespoons poppy seeds // 1 1/2 teaspoons butter flavored extract // 1 1/3 cups vegetable oil // 3 eggs // 1 1/2 cups milk // 2 1/4 cups white sugar // 1 1/2 teaspoons vanilla extract // 1 1/2 teaspoons almond extract // 1/4 cup orange juice // 1/2 teaspoon butter flavored extract // 1/2 teaspoon almond extract // 1 teaspoon vanilla extract // 2 cups confectioners' sugar //,,,,,,,,,,,,,,,Poppy Seed Bread with Glaze //  3 cups all-purpose flour // 1 1/2 teaspoons salt // 1 1/2 teaspoons baking powder // 3 tablespoons poppy seeds // 1 1/2 teaspoons butter flavored extract // 1 1/3 cups vegetable oil // 3 eggs // 1 1/2 cups milk // 2 1/4 cups white sugar // 1 1/2 teaspoons vanilla extract // 1 1/2 teaspoons almond extract // 1/4 cup orange juice // 1/2 teaspoon butter flavored extract // 1/2 teaspoon almond extract // 1 teaspoon vanilla extract // 2 cups confectioners' sugar //
Czech Christmas Hoska, 1 (0.6 ounce) cake compressed fresh yeast // 1/4 cup warm water (110 degrees F/45 degrees C) // 1/2 cup white sugar // 1/2 cup butter // 1 egg, beaten // 1 teaspoon salt // 2 cups scalded milk // 6 cups all-purpose flour // 1 pinch ground ginger // 1 pinch ground mace // 1/4 teaspoon orange zest // 1/2 cup golden raisins // 1/2 cup candied mixed fruit peel // 1/2 cup blanched slivered almonds // 1 egg yolk // 1 tablespoon milk // 2 tablespoons confectioners' sugar //,,,,,,,,,,,,,,Czech Christmas Hoska //  1 (0.6 ounce) cake compressed fresh yeast // 1/4 cup warm water (110 degrees F/45 degrees C) // 1/2 cup white sugar // 1/2 cup butter // 1 egg //  beaten // 1 teaspoon salt // 2 cups scalded milk // 6 cups all-purpose flour // 1 pinch ground ginger // 1 pinch ground mace // 1/4 teaspoon orange zest // 1/2 cup golden raisins // 1/2 cup candied mixed fruit peel // 1/2 cup blanched slivered almonds // 1 egg yolk // 1 tablespoon milk // 2 tablespoons confectioners' sugar //
Applesauce Bread I, 3 cups all-purpose flour // 3 eggs // 2 cups white sugar // 1 cup vegetable oil // 2 cups applesauce // 1 cup raisins (optional) // 1 teaspoon ground cinnamon // 1 teaspoon baking soda // 1/4 teaspoon baking powder // 1/2 cup sour cream //,,,,,,,,,,,,,,,Applesauce Bread I //  3 cups all-purpose flour // 3 eggs // 2 cups white sugar // 1 cup vegetable oil // 2 cups applesauce // 1 cup raisins (optional) // 1 teaspoon ground cinnamon // 1 teaspoon baking soda // 1/4 teaspoon baking powder // 1/2 cup sour cream //
Raisin Brown Bread, 2 cups boiling water // 1 cup rolled oats // 2 tablespoons shortening // 3 tablespoons brown sugar // 4 teaspoons salt // 1 cup molasses // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 teaspoon white sugar // 2 tablespoons active dry yeast // 3 cups warm water (110 degrees F/45 degrees C) // 12 cups bread flour // 1 1/2 cups raisins // 1 1/2 teaspoons ground cinnamon //,,,,,,,,,,,,,,,Raisin Brown Bread //  2 cups boiling water // 1 cup rolled oats // 2 tablespoons shortening // 3 tablespoons brown sugar // 4 teaspoons salt // 1 cup molasses // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 teaspoon white sugar // 2 tablespoons active dry yeast // 3 cups warm water (110 degrees F/45 degrees C) // 12 cups bread flour // 1 1/2 cups raisins // 1 1/2 teaspoons ground cinnamon //
Applesauce Raisin Bread, 1 1/2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 teaspoon baking soda // 1 1/2 teaspoons ground cinnamon // 1 cup quick cooking oats // 3/4 cup packed brown sugar // 3/4 cup raisins // 1 1/4 cups applesauce // 1/3 cup vegetable oil // 2 eggs, beaten // 1/4 cup milk // 1/4 cup apple juice //,,,,,,,,,,,,,,Applesauce Raisin Bread //  1 1/2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 teaspoon baking soda // 1 1/2 teaspoons ground cinnamon // 1 cup quick cooking oats // 3/4 cup packed brown sugar // 3/4 cup raisins // 1 1/4 cups applesauce // 1/3 cup vegetable oil // 2 eggs //  beaten // 1/4 cup milk // 1/4 cup apple juice //
Apple Raisin Bread, 1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 1/4 teaspoon baking soda // 1 teaspoon salt // 1 1/4 teaspoons ground cinnamon // 1/4 teaspoon ground nutmeg // 2/3 cup packed brown sugar // 1 cup rolled oats // 1 1/2 cups grated apple // 1/4 cup chopped walnuts // 1/4 cup raisins // 2 eggs // 1/4 cup milk // 1/4 cup vegetable oil //,,,,,,,,,,,,,,,Apple Raisin Bread //  1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 1/4 teaspoon baking soda // 1 teaspoon salt // 1 1/4 teaspoons ground cinnamon // 1/4 teaspoon ground nutmeg // 2/3 cup packed brown sugar // 1 cup rolled oats // 1 1/2 cups grated apple // 1/4 cup chopped walnuts // 1/4 cup raisins // 2 eggs // 1/4 cup milk // 1/4 cup vegetable oil //
Buttermilk Oatmeal Bread, 1 cup rolled oats // 1 cup buttermilk // 1/2 cup vegetable oil // 1 egg // 1/2 cup packed brown sugar // 1 cup all-purpose flour // 1 teaspoon baking powder // 1/2 teaspoon baking soda // 1/2 teaspoon salt //,,,,,,,,,,,,,,,Buttermilk Oatmeal Bread //  1 cup rolled oats // 1 cup buttermilk // 1/2 cup vegetable oil // 1 egg // 1/2 cup packed brown sugar // 1 cup all-purpose flour // 1 teaspoon baking powder // 1/2 teaspoon baking soda // 1/2 teaspoon salt //
Kolaches II, 1 cup shortening // 1/2 cup white sugar // 1 1/2 teaspoons salt // 2 1/2 cups scalded milk // 4 egg yolks, beaten // 1/2 teaspoon lemon extract // 1 1/2 tablespoons active dry yeast // 5 cups all-purpose flour // 1/2 cup fruit preserves //,,,,,,,,,,,,,,Kolaches II //  1 cup shortening // 1/2 cup white sugar // 1 1/2 teaspoons salt // 2 1/2 cups scalded milk // 4 egg yolks //  beaten // 1/2 teaspoon lemon extract // 1 1/2 tablespoons active dry yeast // 5 cups all-purpose flour // 1/2 cup fruit preserves //
Whole Wheat Bread II, 1/3 cup shortening // 1 cup hot water // 1 cup packed brown sugar // 3 (.25 ounce) packages active dry yeast // 4 cups warm water (110 degrees F/45 degrees C) // 4 tablespoons white sugar // 4 teaspoons salt // 6 cups bread flour // 6 cups whole wheat flour //,,,,,,,,,,,,,,,Whole Wheat Bread II //  1/3 cup shortening // 1 cup hot water // 1 cup packed brown sugar // 3 (.25 ounce) packages active dry yeast // 4 cups warm water (110 degrees F/45 degrees C) // 4 tablespoons white sugar // 4 teaspoons salt // 6 cups bread flour // 6 cups whole wheat flour //
Finnish Pulla, 2 cups milk // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 (.25 ounce) package active dry yeast // 1 cup white sugar // 1 teaspoon salt // 1 teaspoon ground cardamom // 4 eggs, beaten // 9 cups all-purpose flour // 1/2 cup butter, melted // 1 egg, beaten // 2 tablespoons white sugar //,,,,,,,,,,,,Finnish Pulla //  2 cups milk // 1/2 cup warm water (110 degrees F/45 degrees C) // 1 (.25 ounce) package active dry yeast // 1 cup white sugar // 1 teaspoon salt // 1 teaspoon ground cardamom // 4 eggs //  beaten // 9 cups all-purpose flour // 1/2 cup butter //  melted // 1 egg //  beaten // 2 tablespoons white sugar //
Butter Pound Cake, 1 cup butter // 6 eggs // 3 cups white sugar // 3 cups all-purpose flour // 1 pint heavy whipping cream // 1 tablespoon vanilla extract // 2 teaspoons lemon extract //,,,,,,,,,,,,,,,Butter Pound Cake //  1 cup butter // 6 eggs // 3 cups white sugar // 3 cups all-purpose flour // 1 pint heavy whipping cream // 1 tablespoon vanilla extract // 2 teaspoons lemon extract //
Eclair Cake, 2 (3.5 ounce) packages instant vanilla pudding mix // 1 (8 ounce) container frozen whipped topping, thawed // 3 cups milk // 1 (16 ounce) package graham cracker squares // 1 (16 ounce) package prepared chocolate frosting //,,,,,,,,,,,,,,Eclair Cake //  2 (3.5 ounce) packages instant vanilla pudding mix // 1 (8 ounce) container frozen whipped topping //  thawed // 3 cups milk // 1 (16 ounce) package graham cracker squares // 1 (16 ounce) package prepared chocolate frosting //
Banana Cake I, 3 cups cake flour // 1 teaspoon baking powder // 1 1/8 teaspoons baking soda // 3/4 cup unsalted butter // 2 1/4 cups white sugar // 3/4 teaspoon salt // 3 eggs // 1 1/2 cups mashed bananas // 6 tablespoons buttermilk // 1 teaspoon vanilla extract //,,,,,,,,,,,,,,,Banana Cake I //  3 cups cake flour // 1 teaspoon baking powder // 1 1/8 teaspoons baking soda // 3/4 cup unsalted butter // 2 1/4 cups white sugar // 3/4 teaspoon salt // 3 eggs // 1 1/2 cups mashed bananas // 6 tablespoons buttermilk // 1 teaspoon vanilla extract //
Surprise Banana Cake, 1 cup white sugar // 1/2 cup unsalted butter // 2 eggs // 4 ripe bananas, mashed // 2 cups all-purpose flour // 1 teaspoon baking soda // 1/2 teaspoon salt // 1/2 cup chopped walnuts // 1 teaspoon vanilla extract //,,,,,,,,,,,,,,Surprise Banana Cake //  1 cup white sugar // 1/2 cup unsalted butter // 2 eggs // 4 ripe bananas //  mashed // 2 cups all-purpose flour // 1 teaspoon baking soda // 1/2 teaspoon salt // 1/2 cup chopped walnuts // 1 teaspoon vanilla extract //
Mini Cheesecakes I, 1 (12 ounce) package vanilla wafers // 2 (8 ounce) packages cream cheese // 3/4 cup white sugar // 2 eggs // 1 teaspoon vanilla extract // 1 (21 ounce) can cherry pie filling //,,,,,,,,,,,,,,,Mini Cheesecakes I //  1 (12 ounce) package vanilla wafers // 2 (8 ounce) packages cream cheese // 3/4 cup white sugar // 2 eggs // 1 teaspoon vanilla extract // 1 (21 ounce) can cherry pie filling //
Apricot Sponge Cake, 1 1/4 cups cake flour // 1 1/4 cups white sugar, divided // 1/2 teaspoon salt // 1/2 teaspoon baking powder // 5 eggs // 1/4 cup apricot nectar // 1 teaspoon vanilla extract // 1/2 teaspoon almond extract //,,,,,,,,,,,,,,Apricot Sponge Cake //  1 1/4 cups cake flour // 1 1/4 cups white sugar //  divided // 1/2 teaspoon salt // 1/2 teaspoon baking powder // 5 eggs // 1/4 cup apricot nectar // 1 teaspoon vanilla extract // 1/2 teaspoon almond extract //
Praline Chocolate Cake, 2 cups milk // 2 1/2 cups white sugar // 1 1/2 cups unsalted butter // 1/2 pound unsweetened chocolate // 4 eggs // 2 1/3 cups cake flour // 2 teaspoons baking powder // 1/2 cup toasted almonds, finely chopped // 1/2 cup chopped toasted pecans // 1/4 cup confectioners' sugar // 1/2 cup toasted pecans //,,,,,,,,,,,,,,Praline Chocolate Cake //  2 cups milk // 2 1/2 cups white sugar // 1 1/2 cups unsalted butter // 1/2 pound unsweetened chocolate // 4 eggs // 2 1/3 cups cake flour // 2 teaspoons baking powder // 1/2 cup toasted almonds //  finely chopped // 1/2 cup chopped toasted pecans // 1/4 cup confectioners' sugar // 1/2 cup toasted pecans //
Burnt Sugar Cake I, 1/2 cup white sugar // 1 cup water // 3 cups all-purpose flour // 3 teaspoons baking powder // 1 teaspoon salt // 3/4 cup butter // 1 1/2 cups white sugar // 3 eggs // 1 cup milk // 1 teaspoon vanilla extract // 1/2 cup white sugar // 1 cup water //,,,,,,,,,,,,,,,Burnt Sugar Cake I //  1/2 cup white sugar // 1 cup water // 3 cups all-purpose flour // 3 teaspoons baking powder // 1 teaspoon salt // 3/4 cup butter // 1 1/2 cups white sugar // 3 eggs // 1 cup milk // 1 teaspoon vanilla extract // 1/2 cup white sugar // 1 cup water //
Mom's Fruitcake, 1 cup dried currants // 2 cups raisins // 3 cups boiling water to cover // 1 cup candied cherries // 1 (16 ounce) package gum drops, no licorice ones // 2 cups pitted dates, cut in half // 1 1/4 cups walnuts // 1 teaspoon ground cinnamon // 1 teaspoon ground cloves // 2 teaspoons ground allspice // 1/4 cup brandy // 1 cup apple jelly // 1 1/4 cups butter // 3 cups white sugar // 7 eggs // 1 teaspoon vanilla extract // 5 cups all-purpose flour // 1 teaspoon baking soda //,,,,,,,,,,,,,Mom's Fruitcake //  1 cup dried currants // 2 cups raisins // 3 cups boiling water to cover // 1 cup candied cherries // 1 (16 ounce) package gum drops //  no licorice ones // 2 cups pitted dates //  cut in half // 1 1/4 cups walnuts // 1 teaspoon ground cinnamon // 1 teaspoon ground cloves // 2 teaspoons ground allspice // 1/4 cup brandy // 1 cup apple jelly // 1 1/4 cups butter // 3 cups white sugar // 7 eggs // 1 teaspoon vanilla extract // 5 cups all-purpose flour // 1 teaspoon baking soda //
Chocolate Cake I, 1/2 cup milk // 1/2 cup grated semisweet chocolate // 1 1/2 cups white sugar // 2 eggs // 3/4 cup sour cream // 1 teaspoon baking soda // 1 tablespoon water // 2 cups cake flour // 1/2 cup butter, softened //,,,,,,,,,,,,,,Chocolate Cake I //  1/2 cup milk // 1/2 cup grated semisweet chocolate // 1 1/2 cups white sugar // 2 eggs // 3/4 cup sour cream // 1 teaspoon baking soda // 1 tablespoon water // 2 cups cake flour // 1/2 cup butter //  softened //
Brown Sugar Cake, 2 cups packed brown sugar // 1 cup butter // 3 tablespoons sour cream // 1 teaspoon baking soda // 3 1/2 cups all-purpose flour // 1 teaspoon baking powder // 1 teaspoon ground nutmeg // 1 teaspoon ground cinnamon // 1 cup raisins // 2 eggs // Favorite Chocolate Cake, 1 h,4.117647171, 2 cups cake flour // 1 teaspoon baking soda // 1/2 teaspoon salt // 1/2 cup water // 3 (1 ounce) squares unsweetened chocolate // 1/2 cup butter // 1 1/2 cups white sugar // 2 eggs // 1 teaspoon vanilla extract // 2/3 cup sour cream //,,,,,,,,,,,,Brown Sugar Cake //  2 cups packed brown sugar // 1 cup butter // 3 tablespoons sour cream // 1 teaspoon baking soda // 3 1/2 cups all-purpose flour // 1 teaspoon baking powder // 1 teaspoon ground nutmeg // 1 teaspoon ground cinnamon // 1 cup raisins // 2 eggs // Favorite Chocolate Cake //  1 h // 4.117647171 //  2 cups cake flour // 1 teaspoon baking soda // 1/2 teaspoon salt // 1/2 cup water // 3 (1 ounce) squares unsweetened chocolate // 1/2 cup butter // 1 1/2 cups white sugar // 2 eggs // 1 teaspoon vanilla extract // 2/3 cup sour cream //
Orange Sponge Cake, 3 eggs // 1 cup white sugar // 1 tablespoon orange zest // 1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 6 tablespoons orange juice //,,,,,,,,,,,,,,,Orange Sponge Cake //  3 eggs // 1 cup white sugar // 1 tablespoon orange zest // 1 1/2 cups all-purpose flour // 2 teaspoons baking powder // 6 tablespoons orange juice //
Philadelphia Red Cake, 1 1/2 cups white sugar // 1/2 cup butter // 3 eggs // 1/2 cup milk // 1 1/2 teaspoons fresh lemon juice // 1/2 cup water // 1/4 cup unsweetened cocoa powder // 1 1/2 cups cake flour // 1 teaspoon baking soda // 1 teaspoon vanilla extract //,,,,,,,,,,,,,,,Philadelphia Red Cake //  1 1/2 cups white sugar // 1/2 cup butter // 3 eggs // 1/2 cup milk // 1 1/2 teaspoons fresh lemon juice // 1/2 cup water // 1/4 cup unsweetened cocoa powder // 1 1/2 cups cake flour // 1 teaspoon baking soda // 1 teaspoon vanilla extract //
Great Chocolate Cake, 14 ounces bittersweet chocolate // 3 1/3 tablespoons butter // 4 eggs // 1 1/2 tablespoons all-purpose flour // 1 teaspoon water //,,,,,,,,,,,,,,,Great Chocolate Cake //  14 ounces bittersweet chocolate // 3 1/3 tablespoons butter // 4 eggs // 1 1/2 tablespoons all-purpose flour // 1 teaspoon water //
Quick Sunshine Cake, 1 (18.25 ounce) package moist yellow cake mix // 4 eggs // 1/2 cup vegetable oil // 1 (11 ounce) can mandarin oranges, juice reserved // 1 (16 ounce) package frozen whipped topping, thawed // 1 (5 ounce) package instant vanilla pudding mix // 1 (20 ounce) can crushed pineapple with juice //,,,,,,,,,,,,,Quick Sunshine Cake //  1 (18.25 ounce) package moist yellow cake mix // 4 eggs // 1/2 cup vegetable oil // 1 (11 ounce) can mandarin oranges //  juice reserved // 1 (16 ounce) package frozen whipped topping //  thawed // 1 (5 ounce) package instant vanilla pudding mix // 1 (20 ounce) can crushed pineapple with juice //
Double Chocolate Cake I, 1 1/3 cups all-purpose flour // 1 1/2 cups white sugar // 2 (1 ounce) squares semisweet chocolate, melted // 2 eggs // 1 teaspoon vanilla extract // 1 cup milk // 1 1/4 teaspoons baking powder // 1/2 teaspoon baking soda // 1 teaspoon salt // 1/2 cup butter, softened // 1/2 teaspoon red food coloring //,,,,,,,,,,,,,Double Chocolate Cake I //  1 1/3 cups all-purpose flour // 1 1/2 cups white sugar // 2 (1 ounce) squares semisweet chocolate //  melted // 2 eggs // 1 teaspoon vanilla extract // 1 cup milk // 1 1/4 teaspoons baking powder // 1/2 teaspoon baking soda // 1 teaspoon salt // 1/2 cup butter //  softened // 1/2 teaspoon red food coloring //
Coconut Pound Cake, 2 cups white sugar // 1 cup butter // 5 eggs // 2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 cup milk // 3 1/2 ounces flaked coconut // 1 teaspoon coconut extract // 1 cup white sugar // 1/4 cup water // 1 teaspoon coconut extract // 1/2 cup chopped walnuts //,,,,,,,,,,,,,,,Coconut Pound Cake //  2 cups white sugar // 1 cup butter // 5 eggs // 2 cups all-purpose flour // 1 1/2 teaspoons baking powder // 1/2 cup milk // 3 1/2 ounces flaked coconut // 1 teaspoon coconut extract // 1 cup white sugar // 1/4 cup water // 1 teaspoon coconut extract // 1/2 cup chopped walnuts //
Pineapple Layer Cake, 3 cups cake flour // 1 tablespoon baking powder // 1/4 teaspoon salt // 2/3 cup butter // 1 1/2 cups white sugar // 1 cup milk // 4 egg whites // 2 egg yolks // 1/4 cup white sugar // 2 tablespoons cornstarch // 1/2 cup unsweetened pineapple juice // 1/2 cup chopped walnuts // 1/2 cup crushed pineapple, drained //,,,,,,,,,,,,,,Pineapple Layer Cake //  3 cups cake flour // 1 tablespoon baking powder // 1/4 teaspoon salt // 2/3 cup butter // 1 1/2 cups white sugar // 1 cup milk // 4 egg whites // 2 egg yolks // 1/4 cup white sugar // 2 tablespoons cornstarch // 1/2 cup unsweetened pineapple juice // 1/2 cup chopped walnuts // 1/2 cup crushed pineapple //  drained //
Favorite Old Fashioned Gingerbread, 1/2 cup white sugar // 1/2 cup butter // 1 egg // 1 cup molasses // 2 1/2 cups all-purpose flour // 1 1/2 teaspoons baking soda // 1 teaspoon ground cinnamon // 1 teaspoon ground ginger // 1/2 teaspoon ground cloves // 1/2 teaspoon salt // 1 cup hot water //,,,,,,,,,,,,,,,Favorite Old Fashioned Gingerbread //  1/2 cup white sugar // 1/2 cup butter // 1 egg // 1 cup molasses // 2 1/2 cups all-purpose flour // 1 1/2 teaspoons baking soda // 1 teaspoon ground cinnamon // 1 teaspoon ground ginger // 1/2 teaspoon ground cloves // 1/2 teaspoon salt // 1 cup hot water //
Glorious Sponge Cake, 6 eggs // 1 cup white sugar // 1/4 cup water // 1 teaspoon lemon extract // 1 teaspoon lemon zest // 1 cup cake flour // 1/2 teaspoon cream of tartar // 1/4 teaspoon salt //,,,,,,,,,,,,,,,Glorious Sponge Cake //  6 eggs // 1 cup white sugar // 1/4 cup water // 1 teaspoon lemon extract // 1 teaspoon lemon zest // 1 cup cake flour // 1/2 teaspoon cream of tartar // 1/4 teaspoon salt //
Angel Food Cake I, 1 1/4 cups cake flour // 1 3/4 cups white sugar // 1/4 teaspoon salt // 1 1/2 cups egg whites // 1 teaspoon cream of tartar // 1/2 teaspoon vanilla extract // 1/2 teaspoon almond extract //,,,,,,,,,,,,,,,Angel Food Cake I //  1 1/4 cups cake flour // 1 3/4 cups white sugar // 1/4 teaspoon salt // 1 1/2 cups egg whites // 1 teaspoon cream of tartar // 1/2 teaspoon vanilla extract // 1/2 teaspoon almond extract //
Sour Cream Chocolate Cake, 2 eggs // 1 1/2 cups sour cream // 2 tablespoons shortening // 1 1/4 cups white sugar // 2 cups all-purpose flour // 4 tablespoons unsweetened cocoa powder // 1/4 teaspoon salt // 1 teaspoon vanilla extract // 2 teaspoons baking soda // 1/4 cup hot water // 2 cups white sugar // 1/4 cup light corn syrup // 1/2 cup milk // 1/2 cup shortening // 2 (1 ounce) squares unsweetened chocolate // 1/4 teaspoon salt // 1 teaspoon vanilla extract //,,,,,,,,,,,,,,,Sour Cream Chocolate Cake //  2 eggs // 1 1/2 cups sour cream // 2 tablespoons shortening // 1 1/4 cups white sugar // 2 cups all-purpose flour // 4 tablespoons unsweetened cocoa powder // 1/4 teaspoon salt // 1 teaspoon vanilla extract // 2 teaspoons baking soda // 1/4 cup hot water // 2 cups white sugar // 1/4 cup light corn syrup // 1/2 cup milk // 1/2 cup shortening // 2 (1 ounce) squares unsweetened chocolate // 1/4 teaspoon salt // 1 teaspoon vanilla extract //
Cream Cheese Pound Cake I, 1 1/2 cups butter // 1 (8 ounce) package cream cheese // 3 cups white sugar // 1 tablespoon vanilla extract // 1 teaspoon almond extract // 6 eggs // 3 cups cake flour //,,,,,,,,,,,,,,,Cream Cheese Pound Cake I //  1 1/2 cups butter // 1 (8 ounce) package cream cheese // 3 cups white sugar // 1 tablespoon vanilla extract // 1 teaspoon almond extract // 6 eggs // 3 cups cake flour //
Earthquake Cake I, 1 (18.25 ounce) package German chocolate cake mix without pudding // 1 cup flaked coconut // 1 cup chopped walnuts // 4 cups confectioners' sugar // 2 tablespoons unsweetened cocoa powder // 6 tablespoons cola-flavored carbonated beverage // 1 cup butter // 1 (8 ounce) package cream cheese //,,,,,,,,,,,,,,,Earthquake Cake I //  1 (18.25 ounce) package German chocolate cake mix without pudding // 1 cup flaked coconut // 1 cup chopped walnuts // 4 cups confectioners' sugar // 2 tablespoons unsweetened cocoa powder // 6 tablespoons cola-flavored carbonated beverage // 1 cup butter // 1 (8 ounce) package cream cheese //
Worm Cake, 1 (18.25 ounce) package chocolate cake mix // 3 cups chocolate cookie crumbs // 1 (16 ounce) package prepared chocolate frosting // 1 (16 ounce) package gummi worms //,,,,,,,,,,,,,,,Worm Cake //  1 (18.25 ounce) package chocolate cake mix // 3 cups chocolate cookie crumbs // 1 (16 ounce) package prepared chocolate frosting // 1 (16 ounce) package gummi worms //
Karen A's Chocolate Dump Cake, 1 (5 ounce) package non-instant chocolate pudding mix // 2 1/3 cups milk // 1 (18.25 ounce) package chocolate cake mix // 2 cups semisweet chocolate chips //,,,,,,,,,,,,,,,Karen A's Chocolate Dump Cake //  1 (5 ounce) package non-instant chocolate pudding mix // 2 1/3 cups milk // 1 (18.25 ounce) package chocolate cake mix // 2 cups semisweet chocolate chips //
Maraschino Cherry Nut Cake, 1 (10 ounce) jar maraschino cherries // 2 1/4 cups sifted cake flour // 2 1/2 teaspoons baking powder // 1/2 teaspoon salt, divided // 1/2 cup shortening // 1 1/3 cups white sugar // 3 egg whites, room temperature // 2/3 cup milk, room temperature // 1/2 cup chopped pecans // 3/4 cup butter, room temperature // 6 cups sifted confectioners' sugar, divided // 1/3 cup milk // 6 drops red food coloring // 1 1/2 teaspoons vanilla extract // 12 maraschino cherries, with stems //,,,,,,,,,Maraschino Cherry Nut Cake //  1 (10 ounce) jar maraschino cherries // 2 1/4 cups sifted cake flour // 2 1/2 teaspoons baking powder // 1/2 teaspoon salt //  divided // 1/2 cup shortening // 1 1/3 cups white sugar // 3 egg whites //  room temperature // 2/3 cup milk //  room temperature // 1/2 cup chopped pecans // 3/4 cup butter //  room temperature // 6 cups sifted confectioners' sugar //  divided // 1/3 cup milk // 6 drops red food coloring // 1 1/2 teaspoons vanilla extract // 12 maraschino cherries //  with stems //
Butter Frosting, 3/4 cup butter // 6 cups confectioners' sugar // 1/3 cup milk // 1 1/2 teaspoons vanilla extract // 1/4 teaspoon salt // 2 tablespoons milk // 7 drops red food coloring //,,,,,,,,,,,,,,,Butter Frosting //  3/4 cup butter // 6 cups confectioners' sugar // 1/3 cup milk // 1 1/2 teaspoons vanilla extract // 1/4 teaspoon salt // 2 tablespoons milk // 7 drops red food coloring //
Green Cake, 1 (18.25 ounce) package yellow cake mix // 1 (20 ounce) can crushed pineapple // 1 (3.4 ounce) package instant pistachio pudding mix // 1 (8 ounce) container frozen whipped topping, thawed //,,,,,,,,,,,,,,Green Cake //  1 (18.25 ounce) package yellow cake mix // 1 (20 ounce) can crushed pineapple // 1 (3.4 ounce) package instant pistachio pudding mix // 1 (8 ounce) container frozen whipped topping //  thawed //
Strawberry Cake I, 1 (18.25 ounce) package white cake mix // 1 (3 ounce) package strawberry flavored Jell-O� // 2/3 cup vegetable oil // 4 eggs // 3 tablespoons all-purpose flour // 4 ounces frozen strawberries // 1/2 cup buttermilk //,,,,,,,,,,,,,,,Strawberry Cake I //  1 (18.25 ounce) package white cake mix // 1 (3 ounce) package strawberry flavored Jell-O� // 2/3 cup vegetable oil // 4 eggs // 3 tablespoons all-purpose flour // 4 ounces frozen strawberries // 1/2 cup buttermilk //
Ricotta Cheese Cake, 1 (18.25 ounce) package yellow cake mix // 24 ounces ricotta cheese // 3/4 cup white sugar // 3 eggs // 1/4 teaspoon vanilla extract // 1/8 cup confectioners' sugar for dusting //,,,,,,,,,,,,,,,Ricotta Cheese Cake //  1 (18.25 ounce) package yellow cake mix // 24 ounces ricotta cheese // 3/4 cup white sugar // 3 eggs // 1/4 teaspoon vanilla extract // 1/8 cup confectioners' sugar for dusting //
Fruit Cocktail Cake I, 1 cup all-purpose flour // 1 cup white sugar // 1/2 teaspoon salt // 1 teaspoon baking powder // 1 egg // 1 (16 ounce) can fruit cocktail // 1/2 cup packed brown sugar //,,,,,,,,,,,,,,,Fruit Cocktail Cake I //  1 cup all-purpose flour // 1 cup white sugar // 1/2 teaspoon salt // 1 teaspoon baking powder // 1 egg // 1 (16 ounce) can fruit cocktail // 1/2 cup packed brown sugar //
Pistachio Cake I, 1 (3.4 ounce) package instant pistachio pudding mix // 1 (18.25 ounce) package white cake mix // 5 eggs // 1/2 cup vegetable oil // 1 1/2 cups water // 1 1/2 cups milk // 2 (1.5 ounce) envelopes instant dessert topping //,,,,,,,,,,,,,,,Pistachio Cake I //  1 (3.4 ounce) package instant pistachio pudding mix // 1 (18.25 ounce) package white cake mix // 5 eggs // 1/2 cup vegetable oil // 1 1/2 cups water // 1 1/2 cups milk // 2 (1.5 ounce) envelopes instant dessert topping //
Passover Brownie Cake, 5 eggs // 1/2 cup unsweetened cocoa powder // 2 1/2 cups white sugar // 1 1/4 cups matzo cake meal // 1 1/4 cups vegetable oil // 1 1/4 cups chopped walnuts //,,,,,,,,,,,,,,,Passover Brownie Cake //  5 eggs // 1/2 cup unsweetened cocoa powder // 2 1/2 cups white sugar // 1 1/4 cups matzo cake meal // 1 1/4 cups vegetable oil // 1 1/4 cups chopped walnuts //
Pineapple Pudding Cake, 1 (3.5 ounce) package instant vanilla pudding mix // 2 cups milk // 1 (8 ounce) can crushed pineapple, drained // 1/2 cup shortening // 1 1/2 cups white sugar // 2 eggs // 2 1/4 cups cake flour // 2 1/2 teaspoons baking powder // 1 teaspoon salt // 1 cup milk // 1 (8 ounce) container frozen whipped topping, thawed //,,,,,,,,,,,,,Pineapple Pudding Cake //  1 (3.5 ounce) package instant vanilla pudding mix // 2 cups milk // 1 (8 ounce) can crushed pineapple //  drained // 1/2 cup shortening // 1 1/2 cups white sugar // 2 eggs // 2 1/4 cups cake flour // 2 1/2 teaspoons baking powder // 1 teaspoon salt // 1 cup milk // 1 (8 ounce) container frozen whipped topping //  thawed //
